period_id,project_id,planned_progress_pct,actual_progress_pct,planned_value,earned_value_schedule,planned_milestones,completed_milestones,overdue_milestones,forecast_finish_date,schedule_variance_pct,spi,milestone_completion_pct,schedule_delay_days,delivery_risk_flag
202609,87,73.7,74.1,1845000,1855000,15,15,0,2027-05-03,0.38,1.005,100.0,0,Low
202610,87,77.5,77.0,1940000,1928000,15,15,0,2027-05-05,-0.48,0.994,100.0,2,Low
202611,87,81.2,83.2,2032000,2083000,16,16,0,2027-05-03,2.05,1.025,100.0,0,Low
202612,87,84.9,85.5,2127000,2140000,17,17,0,2027-05-03,0.53,1.006,100.0,0,Low
202501,88,0,0,0,0,1,1,0,2026-02-02,0,1.043,100.0,0,Low
202502,88,0,0,0,0,1,1,0,2026-02-02,0,1.042,100.0,0,Low
202503,88,0,0,0,0,1,1,0,2026-02-02,0,1.041,100.0,0,Low
202504,88,0,0,0,0,1,1,0,2026-02-02,0,1.024,100.0,0,Low
202505,88,0.8,0.8,18000,19000,1,1,0,2026-02-02,0.02,1.029,100.0,0,Low
202506,88,12.9,13.6,292000,309000,3,3,0,2026-02-02,0.75,1.058,100.0,0,Low
202507,88,25.3,26.4,575000,601000,5,5,0,2026-02-02,1.11,1.044,100.0,0,Low
202508,88,37.8,38.3,858000,871000,8,8,0,2026-02-02,0.53,1.014,100.0,0,Low
202509,88,49.8,52.6,1132000,1195000,10,10,0,2026-02-02,2.76,1.055,100.0,0,Low
202510,88,62.2,65.9,1416000,1498000,12,12,0,2026-02-02,3.61,1.058,100.0,0,Low
202511,88,74.3,75.4,1690000,1715000,15,15,0,2026-02-02,1.14,1.015,100.0,0,Low
202512,88,86.7,89.4,1973000,2032000,17,17,0,2026-02-02,2.63,1.03,100.0,0,Low
202601,88,99.2,100,2256000,2313000,20,20,0,2026-02-02,0.8,1.025,100.0,0,Low
202602,88,100,100,2274000,2388000,20,20,0,2026-02-02,0,1.05,100.0,0,Low
202603,88,100,100,2274000,2329000,20,20,0,2026-02-02,0,1.024,100.0,0,Low
202604,88,100,100,2274000,2366000,20,20,0,2026-02-02,0,1.04,100.0,0,Low
202605,88,100,100,2274000,2320000,20,20,0,2026-02-02,0,1.02,100.0,0,Low
202606,88,100,100,2274000,2303000,20,20,0,2026-02-02,0,1.013,100.0,0,Low
202607,88,100,100,2274000,2349000,20,20,0,2026-02-02,0,1.033,100.0,0,Low
202608,88,100,100,2274000,2332000,20,20,0,2026-02-02,0,1.026,100.0,0,Low
202609,88,100,100,2274000,2362000,20,20,0,2026-02-02,0,1.039,100.0,0,Low
202610,88,100,100,2274000,2335000,20,20,0,2026-02-02,0,1.027,100.0,0,Low
202611,88,100,100,2274000,2335000,20,20,0,2026-02-02,0,1.027,100.0,0,Low
202612,88,100,100,2274000,2307000,20,20,0,2026-02-02,0,1.014,100.0,0,Low
202501,89,0,0,0,0,1,1,0,2026-08-30,0,1.003,100.0,0,Low
202502,89,0,0,0,0,1,1,0,2026-08-30,0,1.039,100.0,0,Low
202503,89,0,0,0,0,1,1,0,2026-08-30,0,1.015,100.0,0,Low
202504,89,0,0,0,0,1,1,0,2026-08-30,0,1.04,100.0,0,Low
202505,89,0,0,0,0,1,1,0,2026-08-30,0,1.021,100.0,0,Low
202506,89,0,0,0,0,1,1,0,2026-08-30,0,1.04,100.0,0,Low
202507,89,0,0,0,0,1,1,0,2026-08-30,0,1.005,100.0,0,Low
202508,89,0,0,0,0,1,1,0,2026-08-30,0,1.022,100.0,0,Low
202509,89,0,0,0,0,1,1,0,2026-08-30,0,0.997,100.0,0,Low
202510,89,0,0,0,0,1,1,0,2026-08-30,0,1.006,100.0,0,Low
202511,89,0,0,0,0,1,1,0,2026-08-30,0,1.03,100.0,0,Low
202512,89,0,0,0,0,1,1,0,2026-08-30,0,1.006,100.0,0,Low
202601,89,3.7,3.8,58000,60000,1,1,0,2026-08-30,0.16,1.043,100.0,0,Low
202602,89,16.4,17.1,259000,270000,3,3,0,2026-08-30,0.66,1.04,100.0,0,Low
202603,89,30.6,31.8,482000,502000,6,6,0,2026-08-30,1.23,1.04,100.0,0,Low
202604,89,44.3,44.5,698000,701000,9,9,0,2026-08-30,0.16,1.004,100.0,0,Low
202605,89,58.4,59.3,922000,936000,12,12,0,2026-08-30,0.89,1.015,100.0,0,Low
202606,89,72.1,71.8,1138000,1132000,14,14,0,2026-08-30,-0.35,0.995,100.0,0,Low
202607,89,86.3,87.7,1361000,1383000,17,17,0,2026-08-30,1.4,1.016,100.0,0,Low
202608,89,100,100,1577000,1642000,20,20,0,2026-08-30,0,1.041,100.0,0,Low
202609,89,100,100,1577000,1594000,20,20,0,2026-08-30,0,1.011,100.0,0,Low
202610,89,100,100,1577000,1610000,20,20,0,2026-08-30,0,1.021,100.0,0,Low
202611,89,100,100,1577000,1611000,20,20,0,2026-08-30,0,1.022,100.0,0,Low
202612,89,100,100,1577000,1642000,20,20,0,2026-08-30,0,1.041,100.0,0,Low
202501,90,10.2,10.3,506000,511000,2,2,0,2027-02-21,0.12,1.011,100.0,0,Low
202502,90,13.5,13.8,672000,685000,3,3,0,2027-02-21,0.26,1.019,100.0,0,Low
202503,90,17.2,17.6,856000,876000,3,3,0,2027-02-21,0.38,1.022,100.0,0,Low
202504,90,20.8,20.9,1035000,1042000,4,4,0,2027-02-21,0.13,1.006,100.0,0,Low
202505,90,24.5,24.6,1219000,1224000,5,5,0,2027-02-21,0.09,1.004,100.0,0,Low
202506,90,28.1,28.2,1398000,1401000,6,6,0,2027-02-21,0.07,1.003,100.0,0,Low
202507,90,31.8,32.5,1582000,1618000,6,6,0,2027-02-21,0.73,1.023,100.0,0,Low
202508,90,35.5,36.6,1766000,1819000,7,7,0,2027-02-21,1.05,1.03,100.0,0,Low
202509,90,39.1,40.1,1945000,1992000,8,8,0,2027-02-21,0.95,1.024,100.0,0,Low
202510,90,42.8,44.3,2129000,2200000,9,9,0,2027-02-21,1.43,1.033,100.0,0,Low
202511,90,46.4,46.5,2308000,2314000,9,9,0,2027-02-21,0.14,1.003,100.0,0,Low
202512,90,50.1,50.2,2492000,2495000,10,10,0,2027-02-21,0.06,1.001,100.0,0,Low
202601,90,53.8,55.3,2676000,2750000,11,11,0,2027-02-21,1.48,1.027,100.0,0,Low
202602,90,57.2,57.4,2843000,2856000,11,11,0,2027-02-21,0.26,1.005,100.0,0,Low
202603,90,60.9,61.5,3027000,3059000,12,12,0,2027-02-21,0.65,1.011,100.0,0,Low
202604,90,64.5,66.6,3206000,3312000,13,13,0,2027-02-21,2.15,1.033,100.0,0,Low
202605,90,68.2,68.0,3390000,3382000,14,14,0,2027-02-21,-0.15,0.998,100.0,0,Low
202606,90,71.8,73.8,3568000,3669000,14,14,0,2027-02-21,2.03,1.028,100.0,0,Low
202607,90,75.5,75.4,3753000,3747000,15,15,0,2027-02-21,-0.11,0.999,100.0,0,Low
202608,90,79.2,82.2,3937000,4087000,16,16,0,2027-02-21,3.0,1.038,100.0,0,Low
202609,90,82.8,86.2,4116000,4288000,17,17,0,2027-02-21,3.47,1.042,100.0,0,Low
202610,90,86.5,90.1,4300000,4482000,17,17,0,2027-02-21,3.65,1.042,100.0,0,Low
202611,90,90.1,91.2,4478000,4535000,18,18,0,2027-02-21,1.14,1.013,100.0,0,Low
202612,90,93.8,95.7,4663000,4757000,19,19,0,2027-02-21,1.9,1.02,100.0,0,Low
202501,91,25.6,24.5,1563000,1500000,5,5,0,2026-08-14,-1.04,0.959,100.0,13,Low
202502,91,29.4,28.2,1796000,1725000,6,6,0,2026-08-14,-1.16,0.961,100.0,13,Low
202503,91,33.6,32.6,2054000,1991000,7,7,0,2026-08-11,-1.04,0.969,100.0,10,Low
202504,91,37.7,35.9,2303000,2193000,8,8,0,2026-08-16,-1.8,0.952,100.0,15,Low
202505,91,41.9,39.8,2561000,2433000,8,8,0,2026-08-17,-2.1,0.95,100.0,16,Low
202506,91,46.0,44.5,2811000,2717000,9,9,0,2026-08-11,-1.53,0.967,100.0,10,Low
202507,91,50.2,49.0,3068000,2992000,10,10,0,2026-08-09,-1.25,0.975,100.0,8,Low
202508,91,54.4,54.3,3326000,3316000,11,11,0,2026-08-02,-0.17,0.997,100.0,1,Low
202509,91,58.5,58.2,3576000,3556000,12,12,0,2026-08-02,-0.32,0.995,100.0,1,Low
202510,91,62.7,61.0,3834000,3731000,13,13,0,2026-08-09,-1.68,0.973,100.0,8,Low
202511,91,66.8,63.9,4083000,3905000,13,12,1,2026-08-15,-2.91,0.956,92.3,14,Low
202512,91,71.0,69.5,4341000,4246000,14,14,0,2026-08-08,-1.56,0.978,100.0,7,Low
202601,91,75.2,71.6,4599000,4375000,15,14,1,2026-08-17,-3.65,0.951,93.3,16,Low
202602,91,79.0,74.8,4831000,4569000,16,15,1,2026-08-18,-4.29,0.946,93.8,17,Low
202603,91,83.3,81.8,5089000,5001000,17,17,0,2026-08-06,-1.44,0.983,100.0,5,Low
202604,91,87.3,84.2,5339000,5149000,17,16,1,2026-08-12,-3.1,0.964,94.1,11,Low
202605,91,91.6,87.6,5596000,5356000,18,17,1,2026-08-15,-3.94,0.957,94.4,14,Low
202606,91,95.6,91.8,5846000,5609000,19,18,1,2026-08-14,-3.88,0.959,94.7,13,Low
202607,91,99.9,98.4,6104000,6012000,20,20,0,2026-08-05,-1.49,0.985,100.0,4,Low
202608,91,100,95.2,6112000,5820000,20,19,1,2026-08-16,-4.78,0.952,95.0,15,Low
202609,91,100,97.2,6112000,5944000,20,19,1,2026-08-10,-2.75,0.972,95.0,9,Low
202610,91,100,97.0,6112000,5931000,20,19,1,2026-08-10,-2.96,0.97,95.0,9,Low
202611,91,100,97.0,6112000,5931000,20,19,1,2026-08-10,-2.97,0.97,95.0,9,Low
202612,91,100,97.8,6112000,5978000,20,20,0,2026-08-08,-2.19,0.978,100.0,7,Low
202501,92,0,0,0,0,1,1,0,2026-07-14,0,0.78,100.0,46,High
202502,92,2.2,1.7,853000,659000,1,1,0,2026-07-15,-0.49,0.772,100.0,47,High
202503,92,8.8,6.5,3498000,2595000,2,1,1,2026-07-21,-2.28,0.742,50.0,53,High
202504,92,15.3,11.6,6058000,4609000,3,2,1,2026-07-18,-3.65,0.761,66.7,50,High
202505,92,21.9,16.4,8703000,6502000,4,3,1,2026-07-20,-5.55,0.747,75.0,52,High
202506,92,28.4,20.7,11262000,8223000,6,4,2,2026-07-24,-7.66,0.73,66.7,56,High
202507,92,35.1,26.3,13907000,10453000,7,5,2,2026-07-19,-8.71,0.752,71.4,51,High
202508,92,41.7,30.2,16552000,11997000,8,6,2,2026-07-25,-11.48,0.725,75.0,57,High
202509,92,48.2,36.8,19112000,14591000,10,8,2,2026-07-17,-11.39,0.763,80.0,49,High
202510,92,54.8,40.1,21757000,15893000,11,8,3,2026-07-24,-14.78,0.73,72.7,56,High
202511,92,61.3,44.8,24316000,17775000,12,9,3,2026-07-24,-16.49,0.731,75.0,56,High
202512,92,68.0,48.8,26961000,19373000,14,10,4,2026-07-26,-19.13,0.719,71.4,58,High
202601,92,74.6,53.0,29606000,21035000,15,11,4,2026-07-28,-21.6,0.71,73.3,60,High
202602,92,80.6,58.7,31995000,23287000,16,12,4,2026-07-24,-21.95,0.728,75.0,56,High
202603,92,87.3,62.6,34640000,24830000,17,12,5,2026-07-27,-24.73,0.717,70.6,59,High
202604,92,93.8,74.5,37200000,29560000,19,15,4,2026-07-10,-19.26,0.795,78.9,42,High
202605,92,100,79.3,39674000,31447000,20,16,4,2026-07-11,-20.74,0.793,80.0,43,High
202606,92,100,82.4,39674000,32703000,20,16,4,2026-07-04,-17.57,0.824,80.0,36,High
202607,92,100,83.0,39674000,32939000,20,17,3,2026-07-03,-16.98,0.83,85.0,35,Medium
202608,92,100,86.1,39674000,34148000,20,17,3,2026-06-27,-13.93,0.861,85.0,29,Medium
202609,92,100,87.2,39674000,34601000,20,17,3,2026-06-24,-12.79,0.872,85.0,26,Medium
202610,92,100,89.2,39674000,35380000,20,18,2,2026-06-20,-10.82,0.892,90.0,22,Medium
202611,92,100,91.7,39674000,36394000,20,18,2,2026-06-15,-8.27,0.917,90.0,17,Medium
202612,92,100,92.7,39674000,36769000,20,19,1,2026-06-13,-7.32,0.927,95.0,15,Low
202501,93,0,0,0,0,1,1,0,2026-10-21,0,0.956,100.0,6,Low
202502,93,0,0,0,0,1,1,0,2026-10-21,0,0.954,100.0,6,Low
202503,93,0,0,0,0,1,1,0,2026-10-23,0,0.942,100.0,8,Low
202504,93,0,0,0,0,1,1,0,2026-10-19,0,0.972,100.0,4,Low
202505,93,0,0,0,0,1,1,0,2026-10-21,0,0.959,100.0,6,Low
202506,93,0,0,0,0,1,1,0,2026-10-24,0,0.938,100.0,9,Low
202507,93,0,0,0,0,1,1,0,2026-10-21,0,0.954,100.0,6,Low
202508,93,0,0,0,0,1,1,0,2026-10-23,0,0.944,100.0,8,Low
202509,93,0,0,0,0,1,1,0,2026-10-20,0,0.961,100.0,5,Low
202510,93,0,0,0,0,1,1,0,2026-10-21,0,0.957,100.0,6,Low
202511,93,4.2,4.1,283000,277000,1,1,0,2026-10-18,-0.09,0.977,100.0,3,Low
202512,93,13.5,13.1,911000,885000,3,3,0,2026-10-19,-0.38,0.972,100.0,4,Low
202601,93,22.8,22.1,1538000,1490000,5,5,0,2026-10-19,-0.72,0.968,100.0,4,Low
202602,93,31.2,29.4,2105000,1985000,6,6,0,2026-10-23,-1.78,0.943,100.0,8,Low
202603,93,40.5,39.2,2732000,2640000,8,8,0,2026-10-20,-1.36,0.966,100.0,5,Low
202604,93,49.5,48.3,3339000,3253000,10,10,0,2026-10-18,-1.27,0.974,100.0,3,Low
202605,93,58.9,55.6,3966000,3744000,12,11,1,2026-10-23,-3.3,0.944,91.7,8,Low
202606,93,67.9,65.2,4574000,4395000,14,13,1,2026-10-20,-2.65,0.961,92.9,5,Low
202607,93,77.2,72.2,5201000,4865000,15,14,1,2026-10-24,-4.99,0.935,93.3,9,Low
202608,93,86.5,82.7,5828000,5573000,17,16,1,2026-10-21,-3.78,0.956,94.1,6,Low
202609,93,95.5,91.0,6435000,6133000,19,18,1,2026-10-22,-4.49,0.953,94.7,7,Low
202610,93,100,96.0,6739000,6471000,20,19,1,2026-10-20,-3.97,0.96,95.0,5,Low
202611,93,100,95.9,6739000,6465000,20,19,1,2026-10-21,-4.06,0.959,95.0,6,Low
202612,93,100,96.5,6739000,6502000,20,19,1,2026-10-20,-3.51,0.965,95.0,5,Low
202501,94,0,0,0,0,1,1,0,2027-02-03,0,0.989,100.0,2,Low
202502,94,0,0,0,0,1,1,0,2027-02-10,0,0.958,100.0,9,Low
202503,94,0,0,0,0,1,1,0,2027-02-05,0,0.98,100.0,4,Low
202504,94,0,0,0,0,1,1,0,2027-02-07,0,0.973,100.0,6,Low
202505,94,0,0,0,0,1,1,0,2027-02-08,0,0.966,100.0,7,Low
202506,94,0,0,0,0,1,1,0,2027-02-09,0,0.963,100.0,8,Low
202507,94,0,0,0,0,1,1,0,2027-02-07,0,0.972,100.0,6,Low
202508,94,0,0,0,0,1,1,0,2027-02-09,0,0.963,100.0,8,Low
202509,94,4.9,4.7,171000,164000,1,1,0,2027-02-11,-0.21,0.957,100.0,10,Low
202510,94,10.9,10.8,384000,379000,2,2,0,2027-02-03,-0.14,0.987,100.0,2,Low
202511,94,16.7,16.2,589000,569000,3,3,0,2027-02-08,-0.56,0.967,100.0,7,Low
202512,94,22.8,22.2,801000,781000,5,5,0,2027-02-06,-0.57,0.975,100.0,5,Low
202601,94,28.8,28.2,1014000,993000,6,6,0,2027-02-05,-0.59,0.98,100.0,4,Low
202602,94,34.2,33.3,1205000,1173000,7,7,0,2027-02-07,-0.9,0.974,100.0,6,Low
202603,94,40.3,38.6,1418000,1358000,8,8,0,2027-02-10,-1.69,0.958,100.0,9,Low
202604,94,46.1,43.5,1623000,1530000,9,8,1,2027-02-14,-2.64,0.943,88.9,13,Low
202605,94,52.1,51.0,1835000,1796000,10,10,0,2027-02-05,-1.11,0.979,100.0,4,Low
202606,94,58.0,57.2,2041000,2012000,12,12,0,2027-02-04,-0.82,0.986,100.0,3,Low
202607,94,64.0,61.7,2253000,2171000,13,13,0,2027-02-09,-2.32,0.964,100.0,8,Low
202608,94,70.0,68.3,2465000,2406000,14,14,0,2027-02-06,-1.7,0.976,100.0,5,Low
202609,94,75.9,72.1,2671000,2538000,15,14,1,2027-02-12,-3.78,0.95,93.3,11,Low
202610,94,81.9,81.4,2883000,2864000,16,16,0,2027-02-02,-0.54,0.993,100.0,1,Low
202611,94,87.7,84.6,3089000,2979000,18,17,1,2027-02-09,-3.12,0.964,94.4,8,Low
202612,94,93.8,89.8,3301000,3160000,19,18,1,2027-02-10,-4.02,0.957,94.7,9,Low
202501,95,0.4,0.4,91000,91000,1,1,0,2027-08-15,0.0,1.004,100.0,0,Low
202502,95,3.4,3.5,726000,731000,1,1,0,2027-08-15,0.03,1.007,100.0,0,Low
202503,95,6.8,7.0,1429000,1467000,1,1,0,2027-08-15,0.18,1.027,100.0,0,Low
202504,95,10.0,10.5,2110000,2206000,2,2,0,2027-08-15,0.45,1.045,100.0,0,Low
202505,95,13.3,13.5,2813000,2859000,3,3,0,2027-08-15,0.22,1.016,100.0,0,Low
202506,95,16.6,17.1,3494000,3603000,3,3,0,2027-08-15,0.51,1.031,100.0,0,Low
202507,95,19.9,20.2,4198000,4267000,4,4,0,2027-08-15,0.33,1.016,100.0,0,Low
202508,95,23.2,23.5,4901000,4951000,5,5,0,2027-08-15,0.24,1.01,100.0,0,Low
202509,95,26.5,26.6,5582000,5623000,5,5,0,2027-08-15,0.19,1.007,100.0,0,Low
202510,95,29.8,30.9,6285000,6517000,6,6,0,2027-08-15,1.1,1.037,100.0,0,Low
202511,95,33.0,34.3,6966000,7234000,7,7,0,2027-08-15,1.27,1.038,100.0,0,Low
202512,95,36.3,37.2,7669000,7842000,7,7,0,2027-08-15,0.82,1.023,100.0,0,Low
202601,95,39.7,40.1,8372000,8462000,8,8,0,2027-08-15,0.42,1.011,100.0,0,Low
202602,95,42.7,44.2,9008000,9329000,9,9,0,2027-08-15,1.52,1.036,100.0,0,Low
202603,95,46.0,48.3,9711000,10191000,9,9,0,2027-08-15,2.27,1.049,100.0,0,Low
202604,95,49.2,49.5,10392000,10442000,10,10,0,2027-08-15,0.24,1.005,100.0,0,Low
202605,95,52.6,54.5,11095000,11498000,11,11,0,2027-08-15,1.91,1.036,100.0,0,Low
202606,95,55.8,57.4,11776000,12110000,11,11,0,2027-08-15,1.58,1.028,100.0,0,Low
202607,95,59.1,60.8,12479000,12837000,12,12,0,2027-08-15,1.7,1.029,100.0,0,Low
202608,95,62.5,65.3,13182000,13789000,12,12,0,2027-08-15,2.88,1.046,100.0,0,Low
202609,95,65.7,66.6,13863000,14047000,13,13,0,2027-08-15,0.87,1.013,100.0,0,Low
202610,95,69.0,70.9,14566000,14957000,14,14,0,2027-08-15,1.85,1.027,100.0,0,Low
202611,95,72.3,75.8,15247000,15991000,14,14,0,2027-08-15,3.53,1.049,100.0,0,Low
202612,95,75.6,75.7,15951000,15980000,15,15,0,2027-08-15,0.14,1.002,100.0,0,Low
202501,96,28.7,28.5,1345000,1339000,6,6,0,2026-03-01,-0.13,0.996,100.0,1,Low
202502,96,33.8,34.0,1584000,1594000,7,7,0,2026-02-28,0.21,1.006,100.0,0,Low
202503,96,39.4,40.3,1848000,1890000,8,8,0,2026-02-28,0.9,1.023,100.0,0,Low
202504,96,44.8,45.2,2103000,2121000,9,9,0,2026-02-28,0.37,1.008,100.0,0,Low
202505,96,50.5,50.0,2367000,2345000,10,10,0,2026-03-02,-0.48,0.991,100.0,2,Low
202506,96,55.9,56.2,2623000,2637000,11,11,0,2026-02-28,0.31,1.006,100.0,0,Low
202507,96,61.5,61.0,2887000,2862000,12,12,0,2026-03-02,-0.53,0.991,100.0,2,Low
202508,96,67.2,66.1,3151000,3102000,13,13,0,2026-03-03,-1.03,0.985,100.0,3,Low
202509,96,72.6,72.6,3406000,3404000,15,15,0,2026-02-28,-0.04,0.999,100.0,0,Low
202510,96,78.2,77.6,3670000,3643000,16,16,0,2026-03-01,-0.59,0.992,100.0,1,Low
202511,96,83.7,82.8,3926000,3885000,17,17,0,2026-03-02,-0.87,0.99,100.0,2,Low
202512,96,89.3,89.9,4190000,4218000,18,18,0,2026-02-28,0.6,1.007,100.0,0,Low
202601,96,94.9,93.8,4454000,4401000,19,19,0,2026-03-02,-1.13,0.988,100.0,2,Low
202602,96,100,97.9,4692000,4592000,20,20,0,2026-03-05,-2.14,0.979,100.0,5,Low
202603,96,100,98.0,4692000,4598000,20,20,0,2026-03-04,-2.01,0.98,100.0,4,Low
202604,96,100,99.3,4692000,4659000,20,20,0,2026-03-01,-0.7,0.993,100.0,1,Low
202605,96,100,98.5,4692000,4622000,20,20,0,2026-03-03,-1.5,0.985,100.0,3,Low
202606,96,100,100,4692000,4751000,20,20,0,2026-02-28,0,1.013,100.0,0,Low
202607,96,100,100,4692000,4725000,20,20,0,2026-02-28,0,1.007,100.0,0,Low
202608,96,100,100,4692000,4742000,20,20,0,2026-02-28,0,1.011,100.0,0,Low
202609,96,100,98.9,4692000,4641000,20,20,0,2026-03-02,-1.08,0.989,100.0,2,Low
202610,96,100,100,4692000,4746000,20,20,0,2026-02-28,0,1.011,100.0,0,Low
202611,96,100,99.1,4692000,4651000,20,20,0,2026-03-02,-0.88,0.991,100.0,2,Low
202612,96,100,100,4692000,4718000,20,20,0,2026-02-28,0,1.006,100.0,0,Low
202501,97,0,0,0,0,1,1,0,2027-04-09,0,0.963,100.0,6,Low
202502,97,0,0,0,0,1,1,0,2027-04-10,0,0.961,100.0,7,Low
202503,97,0,0,0,0,1,1,0,2027-04-06,0,0.978,100.0,3,Low
202504,97,0,0,0,0,1,1,0,2027-04-09,0,0.964,100.0,6,Low
202505,97,0,0,0,0,1,1,0,2027-04-13,0,0.944,100.0,10,Low
202506,97,0,0,0,0,1,1,0,2027-04-13,0,0.945,100.0,10,Low
202507,97,0,0,0,0,1,1,0,2027-04-05,0,0.988,100.0,2,Low
202508,97,0,0,0,0,1,1,0,2027-04-11,0,0.954,100.0,8,Low
202509,97,0,0,0,0,1,1,0,2027-04-10,0,0.96,100.0,7,Low
202510,97,0,0,0,0,1,1,0,2027-04-11,0,0.954,100.0,8,Low
202511,97,0,0,0,0,1,1,0,2027-04-09,0,0.968,100.0,6,Low
202512,97,0,0,0,0,1,1,0,2027-04-11,0,0.957,100.0,8,Low
202601,97,0,0,0,0,1,1,0,2027-04-11,0,0.954,100.0,8,Low
202602,97,3.4,3.3,126000,123000,1,1,0,2027-04-07,-0.08,0.976,100.0,4,Low
202603,97,10.9,10.5,405000,389000,2,2,0,2027-04-10,-0.43,0.961,100.0,7,Low
202604,97,18.2,17.6,675000,653000,4,4,0,2027-04-09,-0.6,0.967,100.0,6,Low
202605,97,25.7,25.0,954000,928000,5,5,0,2027-04-08,-0.69,0.973,100.0,5,Low
202606,97,32.9,31.8,1224000,1181000,7,7,0,2027-04-09,-1.15,0.965,100.0,6,Low
202607,97,40.4,39.3,1503000,1461000,8,8,0,2027-04-08,-1.14,0.972,100.0,5,Low
202608,97,47.9,45.9,1782000,1706000,10,10,0,2027-04-10,-2.05,0.957,100.0,7,Low
202609,97,55.2,52.2,2052000,1940000,11,10,1,2027-04-13,-3.0,0.946,90.9,10,Low
202610,97,62.7,61.7,2331000,2295000,13,13,0,2027-04-05,-0.97,0.984,100.0,2,Low
202611,97,70.0,68.5,2601000,2545000,14,14,0,2027-04-07,-1.52,0.978,100.0,4,Low
202612,97,77.5,74.0,2880000,2750000,15,14,1,2027-04-11,-3.49,0.955,93.3,8,Low
202501,98,34.0,34.8,1740000,1776000,7,7,0,2026-04-14,0.72,1.021,100.0,0,Low
202502,98,38.3,39.8,1955000,2032000,8,8,0,2026-04-14,1.51,1.039,100.0,0,Low
202503,98,42.9,44.7,2194000,2286000,9,9,0,2026-04-14,1.8,1.042,100.0,0,Low
202504,98,47.4,49.6,2425000,2536000,9,9,0,2026-04-14,2.17,1.046,100.0,0,Low
202505,98,52.1,52.5,2663000,2682000,10,10,0,2026-04-14,0.37,1.007,100.0,0,Low
202506,98,56.6,58.3,2894000,2978000,11,11,0,2026-04-14,1.64,1.029,100.0,0,Low
202507,98,61.3,62.8,3133000,3212000,12,12,0,2026-04-14,1.55,1.025,100.0,0,Low
202508,98,66.0,66.8,3371000,3413000,13,13,0,2026-04-14,0.81,1.012,100.0,0,Low
202509,98,70.5,73.2,3602000,3739000,14,14,0,2026-04-14,2.68,1.038,100.0,0,Low
202510,98,75.2,76.2,3841000,3894000,15,15,0,2026-04-14,1.04,1.014,100.0,0,Low
202511,98,79.7,82.8,4072000,4231000,16,16,0,2026-04-14,3.11,1.039,100.0,0,Low
202512,98,84.3,88.7,4310000,4531000,17,17,0,2026-04-14,4.32,1.051,100.0,0,Low
202601,98,89.0,90.8,4549000,4638000,18,18,0,2026-04-14,1.75,1.02,100.0,0,Low
202602,98,93.2,97.5,4765000,4981000,19,19,0,2026-04-14,4.23,1.045,100.0,0,Low
202603,98,97.9,100,5003000,5149000,20,20,0,2026-04-14,2.11,1.029,100.0,0,Low
202604,98,100,100,5111000,5229000,20,20,0,2026-04-14,0,1.023,100.0,0,Low
202605,98,100,100,5111000,5258000,20,20,0,2026-04-14,0,1.029,100.0,0,Low
202606,98,100,100,5111000,5262000,20,20,0,2026-04-14,0,1.03,100.0,0,Low
202607,98,100,100,5111000,5236000,20,20,0,2026-04-14,0,1.024,100.0,0,Low
202608,98,100,100,5111000,5346000,20,20,0,2026-04-14,0,1.046,100.0,0,Low
202609,98,100,100,5111000,5219000,20,20,0,2026-04-14,0,1.021,100.0,0,Low
202610,98,100,100,5111000,5348000,20,20,0,2026-04-14,0,1.046,100.0,0,Low
202611,98,100,100,5111000,5366000,20,20,0,2026-04-14,0,1.05,100.0,0,Low
202612,98,100,100,5111000,5116000,20,20,0,2026-04-14,0,1.001,100.0,0,Low
202501,99,95.9,67.9,5597000,3962000,19,13,6,2025-04-12,-28.01,0.708,68.4,54,High
202502,99,100,71.1,5838000,4149000,20,14,6,2025-04-11,-28.92,0.711,70.0,53,High
202503,99,100,69.9,5838000,4083000,20,14,6,2025-04-13,-30.06,0.699,70.0,55,High
202504,99,100,71.3,5838000,4161000,20,14,6,2025-04-11,-28.73,0.713,70.0,53,High
202505,99,100,67.1,5838000,3915000,20,13,7,2025-04-19,-32.94,0.671,65.0,61,High
202506,99,100,71.5,5838000,4175000,20,14,6,2025-04-10,-28.49,0.715,70.0,52,High
202507,99,100,69.0,5838000,4031000,20,14,6,2025-04-15,-30.95,0.69,70.0,57,High
202508,99,100,71.5,5838000,4176000,20,14,6,2025-04-10,-28.46,0.715,70.0,52,High
202509,99,100,71.6,5838000,4181000,20,14,6,2025-04-10,-28.38,0.716,70.0,52,High
202510,99,100,67.2,5838000,3920000,20,13,7,2025-04-18,-32.85,0.672,65.0,60,High
202511,99,100,69.6,5838000,4061000,20,14,6,2025-04-14,-30.44,0.696,70.0,56,High
202512,99,100,68.4,5838000,3994000,20,14,6,2025-04-16,-31.59,0.684,70.0,58,High
202601,99,100,66.8,5838000,3902000,20,13,7,2025-04-19,-33.17,0.668,65.0,61,High
202602,99,100,65.5,5838000,3821000,20,13,7,2025-04-22,-34.55,0.655,65.0,64,High
202603,99,100,64.9,5838000,3789000,20,13,7,2025-04-23,-35.1,0.649,65.0,65,High
202604,99,100,66.5,5838000,3881000,20,13,7,2025-04-20,-33.52,0.665,65.0,62,High
202605,99,100,63.6,5838000,3711000,20,13,7,2025-04-25,-36.43,0.636,65.0,67,High
202606,99,100,63.4,5838000,3704000,20,13,7,2025-04-25,-36.55,0.634,65.0,67,High
